Column_1,ETid,Country,Column_4,Date of Decision,Fine [€],Controller/Processor,Column_8,Quoted Art.,Type,Column_11,Source,Column_13
,ETid-2924 | https://www.enforcementtracker.com/ETid-2924,ITALY ITALY,Italian Data Protection Authority (Garante),2025-09-25,"15,000",Vimar S.p.A.,Industry and Commerce,"Art. 5 (1) a), b), c), d) GDPR, Art. 6 GDPR, Art. 13 GDPR",Insufficient legal basis for data processing,"The Italian DPA has imposed a fine of EUR 15,000 on Vimar S.p.A. The controller created an internal and personalised email account with the personal data of a third party, without their knowledge. Multiple people within the controller's company used this account for three years.",link | https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/10184744,https://www.enforcementtracker.com/ETid-2924 (Copy: ) | Short URL: https://etid.link/ETid-2924 ETid 2924 | https://www.enforcementtracker.com/ETid-2924
,ETid-2923 | https://www.enforcementtracker.com/ETid-2923,ITALY ITALY,Italian Data Protection Authority (Garante),2025-09-25,"32,000",Provincia Autonoma di Bolzano,Public Sector and Education,"Art. 5 (1) a), e) GDPR, Art. 6 (1) c), e), (2), (3) GDPR, Art. 12 (1) GDPR, Art. 13 GDPR, Art. 21 (4) GDPR, Art. 26 GDPR, Art. 35 GDPR",Non-compliance with general data processing principles,"The Italian DPA has imposed a fine of EUR 32,000 on the Provincia Autonoma di Bolzan. The controller implemented video surveillance with automated licence plate recognition capabilities for vehicles, with the aim of guiding policies on mobility and infrastructure and preventing and investigating crimes. However, the controller did not comply with the basic principles of the GDPR, nor did they adequately comply with the DPA.",link | https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/10185463,https://www.enforcementtracker.com/ETid-2923 (Copy: ) | Short URL: https://etid.link/ETid-2923 ETid 2923 | https://www.enforcementtracker.com/ETid-2923
,ETid-2922 | https://www.enforcementtracker.com/ETid-2922,ITALY ITALY,Italian Data Protection Authority (Garante),2025-09-25,"10,000",La Prima Srl,Real Estate,"Art. 6 (1) a) GDPR, Art. 12 (3) GDPR, Art. 17 GDPR, Art. 58 (2) d) GDPR",Insufficient legal basis for data processing,"The Italian DPA has imposed a fine of EUR 10,000 on La Prima Srl. The controller sent direct marketing messages without a legal basis. They also failed to respond to a data subject's request to exercise their rights.",link | https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/10184761,https://www.enforcementtracker.com/ETid-2922 (Copy: ) | Short URL: https://etid.link/ETid-2922 ETid 2922 | https://www.enforcementtracker.com/ETid-2922
,ETid-2921 | https://www.enforcementtracker.com/ETid-2921,GREECE GREECE,Hellenic Data Protection Authority (HDPA),2025-07-21,"9,000",Hestia Publishers & Booksellers I. D. Kollaros & Co. S.A.,Industry and Commerce,"Art. 5 (1) f) GDPR, Art. 25 (1) GDPR, Art. 32 (1) GDPR, Art. 33 (1) GDPR, Art. 34 (1) GDPR",Insufficient technical and organisational measures to ensure information security,"The Greek DPA has imposed a fine of EUR 9,000 on Hestia Publishers & Booksellers I. D. Kollaros & Co. S.A. The controller disclosed the identity of an anonymous author by including their legal name alongside other personal data and the pseudonym under which their work was published.",link link | https://www.dpa.gr/sites/default/files/2025-10/33_2025_anonym.pdf,https://www.enforcementtracker.com/ETid-2921 (Copy: ) | Short URL: https://etid.link/ETid-2921 ETid 2921 | https://www.enforcementtracker.com/ETid-2921
,ETid-2920 | https://www.enforcementtracker.com/ETid-2920,ROMANIA ROMANIA,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2025-11-10,"2,000",Whitedecor SRL,Industry and Commerce,"Art. 6 (1) a) GDPR, Art. 7 GDPR, Art. 12 (3) GDPR, Art. 15 GDPR, Art. 17 GDPR, Art. 21 GDPR",Insufficient legal basis for data processing,"The Romanian DPA has imposed a fine of EUR 2,000 on Whitedecor SRL. The controller had sent marketing messages to customers without a sufficient legal basis.",link | https://www.dataprotection.ro/?page=Comunicat_Presa_10.11.2025,https://www.enforcementtracker.com/ETid-2920 (Copy: ) | Short URL: https://etid.link/ETid-2920 ETid 2920 | https://www.enforcementtracker.com/ETid-2920
,ETid-2919 | https://www.enforcementtracker.com/ETid-2919,ROMANIA ROMANIA,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2025-11-07,"7,000",Klass Wagen S.R.L.,Industry and Commerce,"Art. 32 (1) b), d) GDPR",Insufficient technical and organisational measures to ensure information security,"The Romanian DPA has imposed a fine of EUR 7,000 on Klass Wagen S.R.L. The controller suffered a cyber incident due to a former employee exposing the login credentials of colleagues to access the contract management software. The controller also failed to take immediate action due to internal delays.",link | https://www.dataprotection.ro/?page=Comunicat_Presa_07_11_2025,https://www.enforcementtracker.com/ETid-2919 (Copy: ) | Short URL: https://etid.link/ETid-2919 ETid 2919 | https://www.enforcementtracker.com/ETid-2919
,ETid-2918 | https://www.enforcementtracker.com/ETid-2918,SPAIN SPAIN,Spanish Data Protection Authority (aepd),2025-09-17,"150,000","DIGI SPAIN TELECOM, S.L.U.","Media, Telecoms and Broadcasting",Art. 6 (1) GDPR,Insufficient legal basis for data processing,"The Spanish DPA has imposed a fine of EUR 150,000 on Digi Spain Telecom S.L.U. The controller rejected the application for a contract due to outstanding debt, despite this being untrue as the applicant had been the victim of identity theft. During the verification process and the decision-making process regarding acceptance of the application, data was processed without a sufficient legal basis.",link | https://www.aepd.es/documento/ps-00343-2024.pdf,https://www.enforcementtracker.com/ETid-2918 (Copy: ) | Short URL: https://etid.link/ETid-2918 ETid 2918 | https://www.enforcementtracker.com/ETid-2918
,ETid-2917 | https://www.enforcementtracker.com/ETid-2917,ITALY ITALY,Italian Data Protection Authority (Garante),2025-09-25,"3,000",Comune di Isola del Gran Sasso,Employment,"Art. 5 (1) a) GDPR, Art. 6 GDPR, Art. 10 GDPR, Art. 12 (3), (4) GDPR, Art. 17 GDPR",Insufficient legal basis for data processing,"The Italian DPA has imposed a fine of EUR 3,000 on the Comuni di Isola del Gran Sasso. The controller published a resolution on its institutional website which included the personal data of an employee, including information relating to criminal proceedings against said employee. The controller also failed to adequately respond to a request by the data subject to exercise their rights.",link | https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/10184967,https://www.enforcementtracker.com/ETid-2917 (Copy: ) | Short URL: https://etid.link/ETid-2917 ETid 2917 | https://www.enforcementtracker.com/ETid-2917
,ETid-2916 | https://www.enforcementtracker.com/ETid-2916,FINLAND FINLAND,Deputy Data Protection Ombudsman,2025-10-23,"865,000",Aktia Pankki Oyj,"Finance, Insurance and Consulting","Art. 5 (1) f) GDPR, Art. 25 (1) GDPR, Art. 32 (1), (2) GDPR",Insufficient technical and organisational measures to ensure information security,"The Finish DPA has imposed a fine of EUR 865,000 on Aktia Pankki Oyj. The controller changed its strong authentication process in such a way that it no longer guaranteed adequate data security, resulting in a data breach.",link link | https://www.finlex.fi/fi/viranomaiset/tietosuojavaltuutettu/2025/2485,https://www.enforcementtracker.com/ETid-2916 (Copy: ) | Short URL: https://etid.link/ETid-2916 ETid 2916 | https://www.enforcementtracker.com/ETid-2916
,ETid-2915 | https://www.enforcementtracker.com/ETid-2915,POLAND POLAND,Polish National Personal Data Protection Office (UODO),2025-10-27,"9,450",Gynecological Center,Health Care,Unknown,Insufficient fulfilment of data breach notification obligations,"The Polish DPA has imposed a fine of EUR 9,450 on a Gynecological Center. The controller sufferd a data breach and failed to report this to the DPO.",link | https://uodo.gov.pl/pl/138/3933,https://www.enforcementtracker.com/ETid-2915 (Copy: ) | Short URL: https://etid.link/ETid-2915 ETid 2915 | https://www.enforcementtracker.com/ETid-2915
,ETid-2914 | https://www.enforcementtracker.com/ETid-2914,SPAIN SPAIN,Spanish Data Protection Authority (aepd),2025-09-17,"1,500,000","SERVICIOS FINANCIEROS CARREFOUR, E.F.C.","Finance, Insurance and Consulting",Art. 5 (1) f) GDPR,Insufficient technical and organisational measures to ensure information security,"The Spanish DPA has imposed a fine of EUR 1,500,000 on SERVICIOS FINANCIEROS CARREFOUR, E.F.C. The controller suffered a successfull cyberattack due to insufficient technical and organisational measures. The original fine of EUR 2,500,000 was reduced to EUR 1,500,000 due to immediate payment and admission of responsibility by the controller.",link | https://www.aepd.es/documento/ps-00288-2025.pdf,https://www.enforcementtracker.com/ETid-2914 (Copy: ) | Short URL: https://etid.link/ETid-2914 ETid 2914 | https://www.enforcementtracker.com/ETid-2914
,ETid-2913 | https://www.enforcementtracker.com/ETid-2913,ITALY ITALY,Italian Data Protection Authority (Garante),2025-09-11,"1,000",Giada FM S.r.l.,Employment,"Art. 5 (1) a) GDPR, Art. 12 GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights,"The Italian DPA has imposed a fine of EUR 1,000 on Giada FM S.r.l. The controller failed to provide an employee with requested certificates.",link | https://gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/10183903,https://www.enforcementtracker.com/ETid-2913 (Copy: ) | Short URL: https://etid.link/ETid-2913 ETid 2913 | https://www.enforcementtracker.com/ETid-2913
,ETid-2912 | https://www.enforcementtracker.com/ETid-2912,ITALY ITALY,Italian Data Protection Authority (Garante),2025-09-11,"18,000",Comune di Nichelino,Public Sector and Education,"Art. 5 (1) a), c) GDPR, Art. 6 (1) c), e) GDPR, Art. 12 (3) GDPR, Art. 16 GDPR",Insufficient legal basis for data processing,"The Italian DPA has imposed a fine of EUR 18,000 on the Comune di Nichelino. The controller published the sensitive personal data of a former employee, including the decision to terminate their full-time employment, on its website without a sufficient legal basis.",link | https://gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/10183000,https://www.enforcementtracker.com/ETid-2912 (Copy: ) | Short URL: https://etid.link/ETid-2912 ETid 2912 | https://www.enforcementtracker.com/ETid-2912
,ETid-2911 | https://www.enforcementtracker.com/ETid-2911,ITALY ITALY,Italian Data Protection Authority (Garante),2025-09-11,"6,000",Company,Industry and Commerce,"Art. 5 (1) a) GDPR, Art. 13 GDPR",Insufficient legal basis for data processing,"The Italian DPA has imposed a fine of EUR 6,000 on a company. The controller used video surveillance at its sites, but did not display adequate signs to inform data subjects about the processing of their data.",link | https://gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/10183236,https://www.enforcementtracker.com/ETid-2911 (Copy: ) | Short URL: https://etid.link/ETid-2911 ETid 2911 | https://www.enforcementtracker.com/ETid-2911
,ETid-2910 | https://www.enforcementtracker.com/ETid-2910,ROMANIA ROMANIA,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2025-10-22,"2,000",Agency for Control of Outstanding Debts S.R.L.,"Finance, Insurance and Consulting","Art. 12 (3), (4) GDPR, Art. 15 (3) GDPR",Insufficient fulfilment of data subjects rights,"The Romanian DPA has imposed a fine of EUR 2,000 on the Agency for Control of Outstanding Debts S.R.L. The controller failed to adequatly react to a data subjects request to exercise their rights.",link | https://www.dataprotection.ro/?page=Comunicat_Presa_22_10_2025,https://www.enforcementtracker.com/ETid-2910 (Copy: ) | Short URL: https://etid.link/ETid-2910 ETid 2910 | https://www.enforcementtracker.com/ETid-2910
,ETid-2909 | https://www.enforcementtracker.com/ETid-2909,AUSTRIA AUSTRIA,Austrian Data Protection Authority (dsb),2024-08-16,"1,500,000",IKEA,Industry and Commerce,"Art. 5 (1) a), c) GDPR, Art. 6 (1) GDPR",Insufficient legal basis for data processing,"The Austrian DPA has imposed a fine of EUR 1,500,000 on IKEA. The controller used excessive video surveillance, including in public spaces and the checkout area. Additionally, the video surveillance captured customers entering their credit card PINs when making payments. The controller appealed against the decision to the Austrian Federal Administrative Court, which upheld the DPA's decision in its ruling on 25 June 2025. June 2025.",link link link | https://www.ris.bka.gv.at/Dokument.wxe?ResultFunctionToken=5e10f638-03f0-49b1-811e-7f17d3edc03e&Abfrage=Gesamtabfrage&SearchInAsylGH=&SearchInAvn=&SearchInAvsv=&SearchInBegut=&SearchInBgblAlt=&SearchInBgblAuth=&SearchInBgblPdf=&SearchInBks=&SearchInBundesnormen=&SearchInBvb=&SearchInBvwg=&SearchInDok=&SearchInDsk=&SearchInErlaesse=&SearchInGbk=&SearchInGemeinderecht=&SearchInGemeinderechtAuth=&SearchInJustiz=&SearchInKmGer=&SearchInLandesnormen=&SearchInLvwg=&SearchInLgbl=&SearchInLgblNO=&SearchInLgblAuth=&SearchInMrp=&SearchInNormenliste=&SearchInPruefGewO=&SearchInPvak=&SearchInRegV=&SearchInSpg=&SearchInUbas=&SearchInUmse=&SearchInUpts=&SearchInUvs=&SearchInVbl=&SearchInVerg=&SearchInVfgh=&SearchInVwgh=&ImRisSeitVonDatum=&ImRisSeitBisDatum=&ImRisSeit=&ResultPageSize=100&Suchworte=W258+2299744-1&Dokumentnummer=DSBT_20240816_2023_0_680_196_00,https://www.enforcementtracker.com/ETid-2909 (Copy: ) | Short URL: https://etid.link/ETid-2909 ETid 2909 | https://www.enforcementtracker.com/ETid-2909
,ETid-2908 | https://www.enforcementtracker.com/ETid-2908,THE NETHERLANDS THE NETHERLANDS,Dutch Supervisory Authority for Data Protection (AP),2025-10-16,"2,700,000",Experian Nederland B.V.,"Finance, Insurance and Consulting","Art. 5 (1) a) GDPR, Art. 6 (1) GDPR, Art. 12 (1) GDPR, Art. 14 (1) GDPR, Art. 26 (2) GDPR",Insufficient legal basis for data processing,"The Dutch DPA has imposed a fine of EUR 2,700,000 on Experian Nederland B.V. The controller, a company that determines individuals' creditworthiness and sells this information, processed personal data without a sufficient legal basis. The controller also failed to inform data subjects about the processing of their data. Following the decision, the company decided to stop its activities in the Netherlands and will delete its database by the end of the year.",link | https://www.autoriteitpersoonsgegevens.nl/actueel/experian-krijgt-boete-van-27-miljoen-euro-voor-privacyovertredingen,https://www.enforcementtracker.com/ETid-2908 (Copy: ) | Short URL: https://etid.link/ETid-2908 ETid 2908 | https://www.enforcementtracker.com/ETid-2908
